#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
       13150    0.496704    0.567432 0.000388394
       13151    0.495533    0.567427 0.000388403
       13152    0.494424    0.567421 0.000388413
       13153    0.493382    0.567415 0.000388425
       13154    0.492412     0.56741 0.000388437
       13155    0.491516    0.567404  0.00038845
       13156    0.490698    0.567398 0.000388464
       13157    0.489962    0.567392 0.000388479
       13158     0.48931    0.567386 0.000388495
       13159    0.488745     0.56738 0.000388512
       13160     0.48827    0.567374 0.000388529
       13161    0.487889    0.567368 0.000388546
       13162      0.4876    0.567362 0.000388564
       13163    0.487406    0.567356 0.000388582
       13164    0.487308     0.56735   0.0003886
       13165    0.487307    0.567344 0.000388618
       13166    0.487403    0.567338 0.000388636
       13167    0.487595    0.567332 0.000388654
       13168     0.48788    0.567326 0.000388671
       13169    0.488259     0.56732 0.000388688
       13170     0.48873    0.567314 0.000388704
       13171     0.48929    0.567308  0.00038872
       13172    0.489935    0.567302 0.000388734
       13173    0.490664    0.567296 0.000388748
       13174    0.491471    0.567291 0.000388762
       13175    0.492351    0.567285 0.000388774
       13176    0.493301    0.567279 0.000388785
       13177    0.494314    0.567274 0.000388795
       13178    0.495387    0.567268 0.000388803
       13179    0.496514    0.567263 0.000388811
       13180    0.497688    0.567258 0.000388817
       13181    0.498903    0.567252 0.000388822
       13182    0.500155    0.567247 0.000388826
       13183    0.501437    0.567242 0.000388829
       13184    0.502744    0.567237  0.00038883
       13185    0.504069    0.567233  0.00038883
       13186    0.505408    0.567228 0.000388829
       13187    0.506755    0.567223 0.000388826
       13188    0.508104    0.567219 0.000388823
       13189    0.509451    0.567214 0.000388818
       13190    0.510791     0.56721 0.000388812
       13191    0.512118    0.567206 0.000388805
       13192     0.51343    0.567202 0.000388797
       13193    0.514723    0.567198 0.000388788
       13194    0.515994    0.567194 0.000388778
       13195    0.517239     0.56719 0.000388767
       13196    0.518458    0.567187 0.000388755
       13197    0.519647    0.567183 0.000388742
       13198    0.520807     0.56718 0.000388728
       13199    0.521935    0.567176 0.000388714
       13200     0.52303    0.567173 0.000388699
       13201    0.524093    0.567169 0.000388683
       13202    0.525122    0.567166 0.000388667
       13203    0.526118    0.567163  0.00038865
       13204    0.527082     0.56716 0.000388632
       13205    0.528013    0.567157 0.000388614
       13206    0.528914    0.567154 0.000388595
       13207    0.529786    0.567151 0.000388576
       13208    0.530628    0.567149 0.000388557
       13209    0.531443    0.567146 0.000388537
       13210    0.532231    0.567143 0.000388516
       13211    0.532994    0.567141 0.000388496
       13212    0.533733    0.567138 0.000388474
       13213    0.534449    0.567136 0.000388453
       13214    0.535145    0.567133 0.000388431
       13215    0.535821    0.567131 0.000388409
       13216    0.536479    0.567129 0.000388386
       13217     0.53712    0.567126 0.000388364
       13218    0.537745    0.567124 0.000388341
       13219    0.538356    0.567122 0.000388317
       13220    0.538953     0.56712 0.000388294
       13221    0.539537    0.567118  0.00038827
       13222    0.540108    0.567116 0.000388246
       13223    0.540667    0.567114 0.000388222
       13224    0.541215    0.567112 0.000388197
       13225     0.54175     0.56711 0.000388173
       13226    0.542275    0.567108 0.000388148
       13227    0.542789    0.567106 0.000388123
       13228    0.543292    0.567104 0.000388098
       13229    0.543784    0.567103 0.000388072
       13230    0.544265    0.567101 0.000388047
       13231    0.544733    0.567099 0.000388021
       13232     0.54519    0.567097 0.000387996
       13233    0.545633    0.567096  0.00038797
       13234    0.546064    0.567094 0.000387944
       13235    0.546481    0.567093 0.000387917
       13236    0.546884    0.567091 0.000387891
       13237    0.547272     0.56709 0.000387865
       13238    0.547644    0.567088 0.000387838
       13239       0.548    0.567087 0.000387812
       13240     0.54834    0.567085 0.000387785
       13241    0.548664    0.567084 0.000387758
       13242    0.548971    0.567083 0.000387731
       13243    0.549262    0.567081 0.000387704
       13244    0.549538     0.56708 0.000387677
       13245    0.549797    0.567079  0.00038765
       13246     0.55004    0.567077 0.000387623
       13247     0.55027    0.567076 0.000387596
       13248    0.550486    0.567075 0.000387569
       13249    0.550691    0.567074 0.000387541
       13250    0.550885    0.567072 0.000387514
       13251    0.551071    0.567071 0.000387487
       13252    0.551251     0.56707 0.000387459
       13253    0.551427    0.567069 0.000387432
       13254    0.551602    0.567068 0.000387404
       13255    0.551777    0.567066 0.000387377
       13256    0.551958    0.567065 0.000387349
       13257    0.552146    0.567064 0.000387322
       13258    0.552345    0.567063 0.000387294
       13259    0.552558    0.567062 0.000387266
       13260    0.552788    0.567061 0.000387239
       13261    0.553038     0.56706 0.000387211
       13262    0.553313    0.567059 0.000387183
       13263    0.553613    0.567058 0.000387155
       13264    0.553943    0.567057 0.000387127
       13265    0.554305    0.567056 0.000387099
       13266    0.554702    0.567055 0.000387071
       13267    0.555137    0.567054 0.000387043
       13268    0.555611    0.567053 0.000387015
       13269    0.556127    0.567052 0.000386987
       13270    0.556685    0.567052 0.000386958
       13271    0.557286    0.567051  0.00038693
       13272     0.55793     0.56705 0.000386901
       13273    0.558618     0.56705 0.000386873
       13274    0.559349    0.567049 0.000386844
       13275    0.560122    0.567048 0.000386815
       13276    0.560935    0.567048 0.000386786
       13277    0.561788    0.567048 0.000386757
       13278    0.562676    0.567047 0.000386728
       13279    0.563597    0.567047 0.000386699
       13280    0.564548    0.567047  0.00038667
       13281    0.565525    0.567047 0.000386641
       13282    0.566523    0.567047 0.000386612
       13283    0.567538    0.567047 0.000386583
       13284    0.568565    0.567047 0.000386554
       13285    0.569598    0.567047 0.000386525
       13286    0.570631    0.567047 0.000386496
       13287    0.571658    0.567048 0.000386467
       13288    0.572673    0.567048 0.000386438
       13289    0.573672    0.567049 0.000386409
       13290    0.574647    0.567049 0.000386381
       13291    0.575591     0.56705 0.000386352
       13292    0.576498     0.56705 0.000386324
       13293    0.577359    0.567051 0.000386295
       13294    0.578169    0.567052 0.000386267
       13295    0.578922    0.567053 0.000386239
       13296     0.57961    0.567054 0.000386211
       13297    0.580227    0.567055 0.000386183
       13298    0.580768    0.567056 0.000386156
       13299    0.581226    0.567057 0.000386128
       13300    0.581595    0.567058 0.000386101
       13301    0.581869    0.567059 0.000386073
       13302    0.582044     0.56706 0.000386046
       13303    0.582115    0.567061 0.000386019
       13304    0.582077    0.567063 0.000385991
       13305    0.581929    0.567064 0.000385964
       13306    0.581664    0.567065 0.000385936
       13307    0.581281    0.567066 0.000385909
       13308    0.580778    0.567067 0.000385881
       13309    0.580154    0.567068 0.000385854
       13310    0.579406    0.567069 0.000385826
       13311    0.578535     0.56707 0.000385798
       13312    0.577541     0.56707 0.000385769
       13313    0.576426    0.567071 0.000385741
       13314    0.575191    0.567072 0.000385713
       13315    0.573838    0.567072 0.000385684
       13316    0.572371    0.567073 0.000385655
       13317    0.570793    0.567073 0.000385626
       13318    0.569109    0.567073 0.000385597
       13319    0.567326    0.567073 0.000385568
       13320    0.565449    0.567073  0.00038554
       13321    0.563488    0.567073 0.000385511
       13322    0.561451    0.567072 0.000385482
       13323    0.559345    0.567072 0.000385454
       13324    0.557181    0.567071 0.000385425
       13325    0.554971     0.56707 0.000385397
       13326    0.552724    0.567069  0.00038537
       13327    0.550453    0.567068 0.000385343
       13328    0.548171    0.567066 0.000385317
       13329    0.545889    0.567065 0.000385291
       13330    0.543619    0.567063 0.000385266
       13331    0.541375    0.567061 0.000385242
       13332    0.539169    0.567059 0.000385219
       13333    0.537015    0.567057 0.000385197
       13334    0.534924    0.567054 0.000385175
       13335    0.532907    0.567052 0.000385155
       13336    0.530976    0.567049 0.000385136
       13337    0.529141    0.567046 0.000385117
       13338    0.527412    0.567043   0.0003851
       13339    0.525799     0.56704 0.000385083
       13340    0.524307    0.567037 0.000385068
       13341    0.522943    0.567034 0.000385053
       13342    0.521712     0.56703 0.000385039
       13343    0.520615    0.567027 0.000385026
       13344    0.519657    0.567023 0.000385014
       13345    0.518838     0.56702 0.000385002
       13346    0.518156    0.567016  0.00038499
       13347    0.517614    0.567012 0.000384979
       13348    0.517206    0.567008 0.000384968
       13349    0.516931    0.567005 0.000384958
       13350    0.516783    0.567001 0.000384947
       13351    0.516758    0.566997 0.000384937
       13352    0.516849    0.566993 0.000384926
       13353    0.517051     0.56699 0.000384916
       13354    0.517355    0.566986 0.000384905
       13355    0.517755    0.566982 0.000384894
       13356    0.518242    0.566979 0.000384882
       13357    0.518808    0.566975  0.00038487
       13358    0.519446    0.566971 0.000384858
       13359    0.520147    0.566968 0.000384845
       13360    0.520905    0.566965 0.000384832
       13361    0.521711    0.566961 0.000384818
       13362    0.522558    0.566958 0.000384803
       13363    0.523439    0.566955 0.000384788
       13364    0.524347    0.566951 0.000384773
       13365    0.525275    0.566948 0.000384757
       13366    0.526218    0.566945  0.00038474
       13367     0.52717    0.566942 0.000384723
       13368    0.528125    0.566939 0.000384705
       13369     0.52908    0.566937 0.000384686
       13370    0.530029    0.566934 0.000384668
